textual_coverages	nontextual_coverages	background_coverages	total_tokens	total	recall_at_1
0.06157858037274328	0.09907709750566894	0.8393443221215877	46	1.0	1
0.03965174587956679	0.0840639538329333	0.8762843002874999	15	1.0	1
0.12333193556948396	0.17477458026892503	0.701893484161591	33	1.0	1
0.07624751374751375	0.7445881352131352	0.17916435103935113	25	1.0	1
0.14852331760870804	0.22025748256086675	0.6312191998304252	38	1.0	1
0.15234463577097507	0.35298681972789114	0.49466854450113384	38	1.0	1
0.17233483864219254	0.24376218643432793	0.5839029749234795	29	1.0	1
0.06494658795417808	0.1044873146391173	0.8305660974067046	27	1.0	1
0.11309308549875252	0.25186246815110225	0.6350444463501452	17	1.0	1
0.12999968505920886	0.4042323069578709	0.46576800798292023	54	1.0	1
0.14710907528391184	0.42825709343566487	0.4246338312804233	53	1.0	1
0.1679650498464101	0.4173072599531616	0.41472769020042827	41	1.0	1
0.08007182469101903	0.13168926565812847	0.7882389096508525	41	1.0	1
0.0711586824606708	0.1882325	0.7406088175393292	46	1.0	1
0.07300142849056386	0.14833991852080405	0.778658652988632	34	1.0	1
0.17404857351103706	0.8316069837799065	-0.00565555729094358	99	1.0	1
0.07841415000372523	0.2325346112886049	0.6890512387076699	21	1.0	1
0.06606383736307524	0.39826946557715787	0.535666697059767	36	1.0	1
0.13092584221154815	0.7067394585328588	0.16233469925559307	26	1.0	1
0.05689766538044965	0.30709331453379074	0.6360090200857597	29	1.0	1
0.07202750493719129	0.45796791138517756	0.4700045836776312	17	1.0	1
0.14159193516078314	0.5376812781123378	0.32072678672687904	30	1.0	1
0.0014723481985386747	0.5579751866024187	0.44055246519904256	2	1.0	1
0.04251680544754791	0.10103968253968254	0.8564435120127696	11	1.0	1
0.02570144190674246	0.10645383656747293	0.8678447215257845	15	1.0	1
0.0031461753448003833	0.0139327643597031	0.9829210602954965	5	1.0	1
0.021994765938658806	0.34874537037037034	0.6292598636909709	26	1.0	1
0.16022701319463908	0.24337218536858823	0.5964008014367728	24	1.0	1
0.009512279488066412	0.4567377445328414	0.5337499759790922	23	1.0	1
0.14677500814533442	0.28022926800648573	0.5729957238481799	82	1.0	1
0.06883740441602633	0.15168054854450613	0.7794820470394674	15	1.0	1
0.12342540666404303	0.29436532533123444	0.5822092680047226	27	1.0	1
0.029574138340155424	0.2556038610496699	0.7148220006101746	29	1.0	1
0.020630252100840338	0.48065592903828197	0.4987138188608777	19	1.0	1
0.0817040892354781	0.2618861662727627	0.6564097444917592	41	1.0	1
0.09993462917453194	0.19860933029407227	0.7014560405313958	71	0.9999999999999999	1
0.03196041567487502	0.050166918619299575	0.9178726657058254	18	1.0	1
0.10157149817624783	0.6207897426647426	0.2776387591590095	26	1.0	1
0.06819748619951783	0.33478885686658627	0.597013656933896	55	1.0	1
0.14976141913585012	0.6018923113658071	0.24834626949834282	183	1.0	1
0.0417056827599498	0.6937935870939735	0.26450073014607667	41	1.0	1
0.08899878643449766	0.2814264300499995	0.6295747835155028	51	1.0	1
0.0756508904374758	0.4945084556365044	0.42984065392601983	18	1.0	1
0.09910018527389058	0.14781012158281828	0.7530896931432911	34	1.0	1
0.10858088515324109	0.2826694139194139	0.608749700927345	55	1.0	1
0.16657144933567378	0.24475136928026375	0.5886771813840624	31	1.0	1
0.121232425430221	0.3049381888840497	0.5738293856857293	28	1.0	1
0.02192709579644253	0.08712785155938423	0.8909450526441732	9	0.9999999999999999	1
0.05231630781243315	0.08374413051384076	0.8639395616737261	19	1.0	1
0.01875658175763928	0.06250867694016382	0.9187347413021969	19	1.0	1
0.19814109183692533	0.5500715414442409	0.25178736671883384	72	1.0	1
0.06732780245440288	0.09744917893382057	0.8352230186117766	13	1.0	1
0.18227561236833364	0.38305380756114915	0.4346705800705172	211	1.0	1
0.12736184162369837	0.20026096990309716	0.6723771884732045	20	1.0	1
0.1668130328104304	0.477239832103054	0.35594713508651565	27	1.0	1
0.07252114876703016	0.6209079423916739	0.3065709088412959	16	1.0	1
0.004419138268037733	0.17880816812150202	0.8167726936104602	3	1.0	1
0.04243047904680296	0.06431682784510548	0.8932526931080915	16	1.0	1
0.15315287988980844	0.3784031402414601	0.4684439798687315	42	1.0	1
0.12159309156640118	0.3739308544691107	0.5044760539644881	28	1.0	1
0.1584112895471402	0.3787599904439232	0.46282872000893654	29	1.0	1
0.21092073320540114	0.5647204339532665	0.2243588328413323	78	1.0	1
0.09588667088322317	0.25737967963053876	0.6467336494862381	36	1.0	1
0.05665956241614136	0.08472728538518012	0.8586131521986785	12	1.0	1
0.20655596998157552	0.6051058284276277	0.18833820159079673	48	1.0	1
0.034594870578164835	0.17485293501925975	0.7905521944025755	28	1.0	1
0.18403260517529818	0.3901993926774712	0.4257680021472306	42	1.0	1
0.13274664496491959	0.4301471574823223	0.4371061975527581	50	1.0	1
0.13097375338130965	0.2234615041086102	0.6455647425100801	119	1.0	1
0.10749605980459766	0.2666346565828675	0.6258692836125348	152	1.0	1
0.05415635489560221	0.10149894037662854	0.8443447047277692	29	1.0	1
0.03279644291461517	0.15767052280044208	0.8095330342849427	8	1.0	1
0.3089380985889395	0.764022787028922	-0.07296088561786152	184	1.0	1
0.14241462310712094	0.3186963836235681	0.538888993269311	32	1.0	1
0.12892792236070844	0.2857781000173792	0.5852939776219124	114	1.0	1
0.12169283482885147	0.6600398658634267	0.21826729930772182	80	1.0	1
0.10616913489438982	0.1561575650484101	0.7376733000572	59	1.0	1
0.11508151611827587	0.2315149838242806	0.6534035000574435	40	1.0	1
0.18179810736097712	0.3844615879977722	0.4337403046412507	59	1.0	1
0.1049554322250132	0.17183648985119573	0.723208077923791	75	1.0	1
0.016164778500304816	0.25300441418862474	0.7308308073110704	18	1.0	1
0.1343277655163189	0.4906631777242732	0.37500905675940793	53	1.0	1
0.10291257480005546	0.12684326726831296	0.7702441579316316	96	1.0	1
0.0796542570384211	0.45647453508030433	0.46387120788127456	18	1.0	1
0.17344457473921815	0.246061974104375	0.5804934511564068	40	1.0	1
0.1389163856483234	0.2194787082078604	0.6416049061438162	38	1.0	1
0.022863743763994013	0.058499619623324284	0.9186366366126817	7	1.0	1
0.14242096683832237	0.8345050850149422	0.023073948146735357	35	1.0	1
0.09923782349390127	0.6288008116987696	0.27196136480732913	25	1.0	1
0.026165930379592604	0.24881609611914	0.7250179735012674	13	1.0	1
0.0747444243049331	0.19855993372250372	0.7266956419725632	15	1.0	1
0.0027571451182562294	0.05781949531949532	0.9394233595622485	7	1.0	1
0.0606324088550824	0.12616778324015165	0.813199807904766	45	1.0	1
0.08939750288333068	0.481792127625461	0.4288103694912083	51	1.0	1
0.028929072123801792	0.29169071993021345	0.6793802079459847	4	1.0	1
0.10528205103424405	0.23516646241830066	0.6595514865474553	52	1.0	1
0.08083008356905456	0.19495708748615725	0.7242128289447882	60	1.0	1
0.046155099336114676	0.2546665542589456	0.6991783464049397	21	1.0	1
0.10271559825131253	0.3954062480848195	0.501878153663868	34	1.0	1
0.03912327210133502	0.7911923979028698	0.1696843299957952	14	1.0	1
0.018487012987012986	0.3053571428571429	0.6761558441558442	2	1.0	1
0.02464700996677741	0.8401508859357697	0.13520210409745292	35	1.0	1
0.07044486457802912	0.17879397677975878	0.750761158642212	36	1.0	1
0.01321575543797766	0.12944150499706056	0.8573427395649618	4	1.0	1
0.08743391342658884	0.4206578673617995	0.4919082192116117	38	1.0	1
0.08362094524488146	0.2994890085663895	0.616890046188729	22	1.0	1
0.1134714185953711	0.24393954509177973	0.6425890363128491	43	1.0	1
0.04576859891510121	0.14472124381098006	0.8095101572739187	22	1.0	1
0.10077552049637774	0.24481233465608465	0.6544121448475376	37	1.0	1
0.014148923152227117	0.7041621324557723	0.28168894439200054	8	1.0	1
0.0774882860497097	0.11454330195189587	0.8079684119983944	24	1.0	1
0.05720501976230155	0.18835160552316166	0.7544433747145368	34	1.0	1
0.04708660772372694	0.5547773246622593	0.39813606761401377	6	1.0	1
0.028723748682987806	0.20900930404406826	0.762266947272944	6	1.0	1
0.06038516692440819	0.1584206851793581	0.7811941478962336	99	1.0	1
0.08935384210574532	0.51660984351779	0.3940363143764646	52	1.0	1
0.1557975812102009	0.6152108703803328	0.22899154840946623	84	1.0	1
0.05172870720769519	0.18515274648667474	0.76311854630563	6	1.0	1
0.11650618894174211	0.41780897822788265	0.4656848328303752	29	1.0	1
0.21401169066397702	0.30654761085179527	0.47944069848422766	49	1.0	1
0.01761140390121973	0.19690110693400167	0.7854874891647786	8	1.0	1
0.1923289636825598	0.8585380100876764	-0.05086697377023619	118	1.0	1
0.05368771313050529	0.25548932542459485	0.6908229614449	44	1.0	1
0.11913978204574881	0.13117641946002973	0.7496837984942215	24	1.0	1
0.08571130012608356	0.21938160198836357	0.6949070978855529	47	1.0	1
0.007146046465984642	0.4874816613920169	0.5053722921419985	3	1.0	1
0.15299101893843958	0.4576181552868061	0.3893908257747543	86	1.0	1
0.27285692260252853	0.31579051216539655	0.41135256523207486	103	1.0	1
0.07479661389621811	0.8494411462914101	0.07576223981237173	24	1.0	1
0.2743785196994492	0.3331640526581003	0.39245742764245045	32	1.0	1
0.08638180369917034	0.17780395274287783	0.7358142435579518	78	1.0	1
0.14001823531849641	0.40951577976708525	0.4504659849144183	55	1.0	1
0.11734571744593658	0.20547745274385434	0.6771768298102091	124	1.0	1
0.14176405980269716	0.5364996693121693	0.32173627088513357	40	1.0	1
0.13187551581716275	0.2291387648809524	0.6389857193018849	34	1.0	1
0.11144820333207668	0.17506909368150195	0.7134827029864214	82	1.0	1
0.0	0.7602545599062919	0.23974544009370813	0	1.0	1
0.081316855200843	0.19495920056764426	0.7237239442315128	16	1.0	1
0.06099606560011233	0.753339515523447	0.1856644188764407	30	1.0	1
0.06836000729556982	0.2512622930292143	0.6803776996752159	29	1.0	1
0.12482628273336885	0.26653641285365004	0.6086373044129811	60	1.0	1
0.12237240972804528	0.2801356377160359	0.5974919525559188	93	1.0	1
0.05886398113609144	0.14913593460517752	0.792000084258731	146	1.0	1
0.3384311528930779	0.41981149330430306	0.24175735380261903	65	1.0	1
0.06766158992202537	0.10625344752354607	0.8260849625544285	39	0.9999999999999999	1
0.0772792974083176	0.6389567825384953	0.28376392005318707	62	1.0	1
0.16269954319838598	0.3542374762021561	0.4830629805994579	133	1.0	1
0.09933703340060729	0.5371819260350188	0.3634810405643739	71	1.0	1
0.06408627186122565	0.13813196969389205	0.7977817584448823	26	1.0	1
0.1440677487849096	0.2491926438533003	0.6067396073617901	38	1.0	1
0.05685931256788131	0.13019105162466743	0.8129496358074513	28	1.0	1
0.10457230365346751	0.2907642383140086	0.6046634580325239	59	1.0	1
0.15021846859665622	0.7228927948974673	0.1268887365058765	29	1.0	1
0.12686093087891623	0.18075781346130185	0.6923812556597819	71	1.0	1
0.056045067716754465	0.2611772848971644	0.6827776473860812	78	1.0	1
0.30817022918924725	0.42679608639260136	0.26503368441815145	262	1.0	1
0.019850592285987744	0.06292727871623721	0.9172221289977751	9	1.0	1
0.11037155559298364	0.7836054471895604	0.106022997217456	47	1.0	1
0.07374062683627688	0.429061944138933	0.4971974290247901	103	1.0	1
0.07918028725261071	0.19709141940064492	0.7237282933467444	25	1.0	1
0.07955643420341331	0.12902019605556042	0.7914233697410262	26	1.0	1
0.1217196181018398	0.30942360109026773	0.5688567808078924	43	1.0	1
0.010436885351966874	0.14004101697291235	0.8495220976751208	6	1.0	1
0.17301889202607515	0.22610304008609095	0.6008780678878339	36	1.0	1
0.047548584854284336	0.35160808476870653	0.6008433303770091	7	1.0	1
0.08848713959429842	0.33253058975528194	0.5789822706504196	16	1.0	1
0.08201297656402652	0.14090031378228338	0.7770867096536901	23	1.0	1
0.15491207560783032	0.1689970799640611	0.6760908444281085	43	0.9999999999999999	1
0.17111473764852025	0.36059927854867163	0.4682859838028081	80	1.0	1
0.2031753416834062	0.2622220745204616	0.5346025837961321	29	1.0	1
0.07784017216965952	0.11859300487837685	0.8035668229519636	38	1.0	1
0.025489660696082713	0.16117209116062328	0.813338248143294	12	1.0	1
0.11188678224564351	0.2222190399816703	0.6658941777726861	75	1.0	1
0.12616786297852475	0.251593866713352	0.6222382703081233	53	1.0	1
0.029029730243161096	0.7523341635708657	0.21863610618597318	8	1.0	1
0.4344181319490783	0.526219861669678	0.03936200638124365	42	1.0	1
0.12283852228065541	0.22154333661519743	0.6556181411041472	53	1.0	1
0.1748579324714023	0.34368042401887483	0.4814616435097228	31	1.0	1
0.17191937586119505	0.28959150795141186	0.5384891161873931	14	1.0	1
0.15133048367221194	0.2555801279230115	0.5930893884047765	49	1.0	1
0.06117009437321937	0.11306980056980057	0.82576010505698	58	1.0	1
0.13782973820284644	0.2680586966536835	0.5941115651434701	24	1.0	1
0.1151013828464885	0.18100178682411436	0.7038968303293971	58	1.0	1
0.18942240269064892	0.25555490102023354	0.5550226962891176	58	1.0	1
0.0817582155154887	0.23723985142204337	0.6810019330624679	15	1.0	1
0.02328551431697353	0.06945368285805248	0.907260802824974	11	1.0	1
0.03728070175438596	0.36643533376123233	0.5962839644843818	18	1.0	1
0.055357594479369894	0.24658121974131078	0.6980611857793193	32	1.0	1
0.08516797129810828	0.14049670477018814	0.7743353239317036	17	1.0	1
0.08042782707660039	0.1412254979311312	0.7783466749922685	17	1.0	1
0.13089987807770423	0.5191574371949108	0.349942684727385	76	1.0	1
0.016121861230556884	0.9611148714409584	0.02276326732848466	8	1.0	1
0.16014331055053435	0.5616892058995459	0.2781674835499198	67	1.0	1
0.0692841163310962	0.33166666666666667	0.5990492170022371	21	1.0	1
0.040777175167320566	0.16449823063312563	0.7947245941995538	11	1.0	1
0.07768212399623815	0.32506691745641325	0.5972509585473486	26	1.0	1
0.08438329503144318	0.3390769467158356	0.5765397582527212	43	1.0	1
0.04238320414055965	0.2582633288530466	0.6993534670063938	23	1.0	1
0.015059523809523809	0.7333343253968254	0.2516061507936508	18	1.0	1
0.10729506914194241	0.18354864490886535	0.7091562859491922	45	1.0	1
0.16628498781078577	0.23304865424430643	0.6006663579449079	49	1.0	1
0.0	0.11496470694759385	0.8850352930524061	0	1.0	1
0.09055280855660448	0.5481448683507373	0.3613023230926582	66	1.0	1
0.03176087030253697	0.9388762761158594	0.02936285358160362	12	1.0	1
0.0531957806417781	0.09238764597325588	0.854416573384966	44	1.0	1
0.09076172845697915	0.6054599188500988	0.3037783526929221	29	1.0	1
0.1284217249008773	0.29706063034188035	0.5745176447572423	87	1.0	1
0.025513822234342988	0.3074201034580499	0.6670660743076071	12	1.0	1
0.09759866783245193	0.32149175674624775	0.5809095754213003	34	1.0	1
0.11917144712027498	0.35197943126662135	0.5288491216131037	40	1.0	1
0.1287390102969705	0.25949023199023197	0.6117707577127975	33	1.0	1
0.0903634478591809	0.1462312532052485	0.7634052989355706	17	1.0	1
0.1450744153925166	0.6277171974137742	0.22720838719370928	71	1.0	1
0.0850752367674631	0.15617999134656987	0.758744771885967	45	1.0	1
0.08999087439853991	0.22460524860350645	0.6854038769979536	35	1.0	1
0.08787178177469956	0.24033605020022195	0.6717921680250785	140	1.0	1
0.03944931565042646	0.13444329783839834	0.8261073865111752	14	1.0	1
0.22639000973474832	0.6472102584609468	0.12639973180430486	255	1.0	1
0.22705070708524194	0.3397566571535922	0.4331926357611659	49	1.0	1
0.08962492809566826	0.14888615345769024	0.7614889184466416	36	1.0	1
0.13549696474615472	0.3199039375509964	0.544599097702849	40	1.0	1
0.08471381377952368	0.26969205336342983	0.6455941328570465	64	1.0	1
0.14600204611157708	0.2570778564206269	0.596920097467796	54	1.0	1
0.09779660971719419	0.8845939635413319	0.01760942674147392	43	1.0	1
0.11719456070616933	0.13761576816095888	0.7451896711328718	31	1.0	1
0.11035989578012395	0.20187557917077692	0.6877645250490991	37	1.0	1
0.09089396995870742	0.2062183912944653	0.7028876387468272	24	1.0	1
0.04182667690732207	0.13049085141449052	0.8276824716781874	30	1.0	1
0.02059216290904189	0.8086465389411249	0.1707612981498332	32	1.0	1
0.04870618386243386	0.22898478835978836	0.7223090277777777	76	1.0	1
0.2887269904105347	0.4189200680272109	0.2923529415622544	37	1.0	1
0.04632905644585192	0.7949956532454745	0.15867529030867356	15	1.0	1
0.1432535577833627	0.2061390541120271	0.6506073881046102	70	1.0	1
0.04873327191769621	0.6737155992798354	0.27755112880246846	33	1.0	1
0.10370819330479425	0.9910838041497513	-0.09479199745454558	40	1.0	1
0.10903592062130929	0.18431457668481321	0.7066495026938775	47	1.0	1
0.10277114757279163	0.2012015813788202	0.6960272710483882	134	1.0	1
0.1423992957133721	0.5174816203911031	0.3401190838955248	80	1.0	1
0.46630314375455717	0.46763831047731225	0.06605854576813058	108	1.0	1
0.06834289523486656	0.13258594703907203	0.7990711577260614	19	1.0	1
0.0348182616789487	0.324998210017294	0.6401835283037572	21	1.0	1
0.0757073268383825	0.10599559588949686	0.8182970772721205	8	1.0	1
0.07935376557027385	0.23057059651817716	0.690075637911549	26	1.0	1
0.08245538043073254	0.15409199021288222	0.7634526293563852	18	1.0	1
0.12227087026509363	0.4604543625323471	0.41727476720255924	59	1.0	1
0.08150898313255643	0.6669677514382755	0.25152326542916814	75	1.0	1
0.25003441650552544	0.3355165067608929	0.4144490767335816	40	1.0	1
0.25016083971631087	0.39246329790857687	0.35737586237511226	59	1.0	1
0.0999516490228013	0.47751170602605864	0.4225366449511401	49	1.0	1
0.10805714616229972	0.34350164844698944	0.5484412053907108	11	1.0	1
0.035198238131704127	0.38495592534418477	0.5798458365241111	20	1.0	1
0.09299790330285398	0.17008777306211187	0.7369143236350342	22	1.0	1
0.07537832929782082	0.18817493946731234	0.7364467312348668	31	1.0	1
0.09761148276955321	0.12916672756219713	0.7732217896682496	14	1.0	1
0.03955890866985092	0.1887438486032711	0.771697242726878	27	1.0	1
0.0936308008217873	0.2336945318311778	0.6726746673470348	77	1.0	1
0.20224685639412893	0.2840372721354167	0.5137158714704544	41	1.0	1
0.04073788489906453	0.10519604630843163	0.8540660687925039	46	1.0	1
0.030059541837850937	0.6707079813143388	0.2992324768478102	17	1.0	1
0.09538440003291578	0.16943383747629032	0.7351817624907939	20	1.0	1
0.003587962962962963	0.33901186342592593	0.6574001736111111	2	1.0	1
0.0029536285853615286	0.9458870860486767	0.051159285365961815	2	1.0	1
0.06318796146433175	0.13155680203290218	0.805255236502766	42	0.9999999999999999	1
0.06607989958861878	0.1215647639091716	0.8123553365022096	52	1.0	1
0.08012632115222677	0.1337458530371348	0.7861278258106384	41	1.0	1
0.20960167082698117	0.3122570125032808	0.47814131666973797	25	1.0	1
0.0390586647029946	0.21122259041073474	0.7497187448862707	15	1.0	1
0.04788339685756099	0.170801269680449	0.78131533346199	65	1.0	1
0.04946	0.4537583333333333	0.49678166666666673	21	1.0	1
0.1394532651596699	0.5315239120405967	0.3290228227997334	46	1.0	1
0.06710509594948677	0.3877811909865768	0.5451137130639364	46	1.0	1
0.08454703328920966	0.5971278848962898	0.3183250818145006	42	1.0	1
0.09904276450466111	0.1745833449978071	0.7263738904975319	37	1.0	1
0.021333240327380952	0.5668619145791998	0.4118048450934193	13	1.0	1
0.06022486772486772	0.4962636999244142	0.4435114323507181	4	1.0	1
0.06393523465869085	0.11229866525703713	0.823766100084272	38	1.0	1
0.011766827943298532	0.44419068132303424	0.5440424907336672	7	1.0	1
0.08216295777570287	0.20682686654908877	0.7110101756752084	47	1.0	1
0.10218130971716008	0.16982034205509625	0.7279983482277437	59	1.0	1
0.03502275040234782	0.07140638312979267	0.8935708664678595	13	1.0	1
0.33689418252535425	0.40333331862838084	0.25977249884626497	112	1.0	1
0.07249594892705019	0.5674219089587361	0.36008214211421363	74	1.0	1
0.030082709139827742	0.0690102304685638	0.9009070603916085	17	1.0	1
0.07607310936237921	0.4734232465978765	0.4505036440397443	176	1.0	1
0.17356078600715497	0.22592426753635586	0.6005149464564892	45	1.0	1
0.09280074570900382	0.1881754542405951	0.719023800050401	21	1.0	1
0.12029757049102138	0.7032964129520313	0.17640601655694732	106	1.0	1
0.08286799397433116	0.15191794723841917	0.7652140587872496	22	1.0	1
0.11692644489154871	0.2063903743931312	0.6766831807153201	47	1.0	1
0.147161009619536	0.20159449934829574	0.6512444910321683	26	1.0	1
0.089851474298705	0.2851186325297204	0.6250298931715745	45	1.0	1
0.0	1.0	0.0	0	1.0	1
0.1032155410488023	0.50422435731539	0.3925601016358078	42	1.0	1
0.02039314048910821	0.3427907582601004	0.6368161012507914	15	1.0	1
0.08855505984653675	0.1405644886451653	0.7708804515082979	55	1.0	1
0.07272573038877386	0.36112548884288015	0.5661487807683461	19	1.0	1
0.050690031641431973	0.19819900434089066	0.7511109640176774	20	1.0	1
0.12053221456397963	0.23320107881330537	0.646266706622715	22	1.0	1
0.09452789421628487	0.14127619201576525	0.7641959137679499	34	1.0	1
0.14550921589413013	0.4582086821279905	0.3962821019778794	50	1.0	1
0.11542174496702468	0.21384822576853027	0.670730029264445	7	0.9999999999999999	1
0.057135617800225434	0.2842368350708367	0.6586275471289378	24	1.0	1
0.08352166073898439	0.5355383076467102	0.38094003161430545	32	1.0	1
0.10270254535786258	0.1526224271759986	0.7446750274661388	26	1.0	1
0.042566412153026326	0.22624977275567826	0.7311838150912954	18	1.0	1
0.21562223651418924	0.3073964837294888	0.476981279756322	72	1.0	1
0.1099695273025621	0.21070281148965897	0.679327661207779	125	1.0	1
0.08448634094443783	0.2119349551414769	0.7035787039140853	36	1.0	1
0.23518238968067995	0.5237856407995297	0.24103196951979033	105	1.0	1
0.09723476728408444	0.12170767396488186	0.7810575587510338	29	1.0	1
0.049688754619659145	0.17590432320331817	0.7744069221770227	40	1.0	1
0.056656212268457164	0.7052273831610566	0.23811640457048622	32	1.0	1
0.10865102140737541	0.9875031779192642	-0.0961541993266396	42	1.0	1
0.03641513011328625	0.142971749537849	0.8206131203488648	30	1.0	1
0.11117968712252406	0.2507380316236696	0.6380822812538064	23	1.0	1
0.10848687225739155	0.25100206902239297	0.6405110587202155	51	1.0	1
0.06533007259751446	0.5987077539887617	0.3359621734137238	65	1.0	1
0.09571915244085055	0.16165159853249475	0.7426292490266547	17	1.0	1
0.0815480324074074	0.1952054398148148	0.7232465277777778	12	1.0	1
0.11210182514140185	0.17194569840224877	0.7159524764563494	37	1.0	1
0.1054690883514745	0.3614006674519042	0.5331302441966213	80	1.0	0
0.24096928897954326	0.29813993817288603	0.4608907728475707	20	1.0	0
0.10062484893127505	0.21315858922491931	0.6862165618438056	38	1.0	0
0.14468574455902825	0.311900932708892	0.5434133227320797	41	1.0	0
0.07373127304102282	0.24195034904698406	0.6843183779119931	1	1.0	0
0.03742005526089519	0.0999864746060729	0.8625934701330319	15	1.0	0
0.0	0.026623669916352843	0.9733763300836471	0	1.0	0
0.05781232410221772	0.22502647261623326	0.7171612032815491	5	1.0	0
0.0	0.9893261407852848	0.010673859214715198	0	1.0	0
0.06563637912752464	0.5138028799732893	0.42056074089918605	128	1.0	0
0.03962053571428571	0.2441477793040293	0.716231684981685	192	1.0	0
0.0	0.15741667556409708	0.8425833244359029	0	1.0	0
0.07837354037379608	0.15514677999957274	0.7664796796266312	43	1.0	0
0.046197815594367315	0.11022089739762153	0.8435812870080112	28	1.0	0
0.1042152124092531	0.25880504414298017	0.6369797434477666	19	1.0	0
0.056326905429590825	0.101828231292517	0.8418448632778921	29	1.0	0
0.038487189487906304	0.38626531357266125	0.5752474969394324	33	1.0	0
0.00565060571891173	0.1596255457252725	0.8347238485558157	33	1.0	0
0.12637550547066542	0.18994324775166813	0.6836812467776664	26	1.0	0
0.0724216921200485	0.707809385303963	0.21976892257598857	43	1.0	0
0.06741864255658472	0.7598063183404328	0.17277503910298253	18	1.0	0
0.0013736263736263737	0.7178096594763261	0.2808167141500475	1	1.0	0
0.04344290361239514	0.10970212108983296	0.8468549752977719	22	1.0	0
0.03936216873469152	0.33709386592748886	0.6235439653378196	69	1.0	0
0.0367773646038457	0.32914988410749124	0.634072751288663	23	1.0	0
0.11968627829393678	0.17096847570113466	0.7093452460049285	19	1.0	0
0.0386153369852117	0.08536943630907184	0.8760152267057164	23	1.0	0
0.07682680045347182	0.37652102890866934	0.5466521706378589	31	1.0	0
0.09909124933349739	0.40876604733193883	0.4921427033345637	43	1.0	0
0.09673990248022729	0.12727345026930376	0.7759866472504688	14	1.0	0
0.1590742811868971	0.30145575725686224	0.5394699615562407	27	1.0	0
0.16669684054493775	0.44018160835762876	0.3931215510974335	217	1.0	0
0.049206313391209955	0.6623140807372397	0.2884796058715503	43	1.0	0
0.03302547750207586	0.1408529689941607	0.8261215535037635	6	1.0	0
0.005208333333333333	0.15875325520833333	0.8360384114583332	4	1.0	0
0.11505598101440304	0.17686987454250094	0.708074144443096	56	1.0	0
0.04385023439427584	0.4876279916111522	0.46852177399457196	59	1.0	0
0.1642811942611549	0.42728447821040416	0.408434327528441	41	1.0	0
0.025276982904101547	0.7555366008755839	0.21918641622031454	3	1.0	0
0.01408273110508883	0.061603378930614704	0.9243138899642964	8	1.0	0
0.009429943718849155	0.11940500627209488	0.871165050009056	4	1.0	0
0.06564179276844069	0.22359531706190386	0.7107628901696554	11	1.0	0
0.018093032316670053	0.14308297382408622	0.8388239938592438	14	1.0	0
0.07597644767783657	0.3058545524691358	0.6181689998530275	24	1.0	0
0.19954937050824673	0.29153067533564275	0.5089199541561105	22	1.0	0
0.030166712278781243	0.35435888914952957	0.6154743985716893	39	1.0	0
0.09407278406946698	0.24444481507837673	0.6614824008521563	37	1.0	0
